,closed,volume,ema6,ema12,ema26,macd,wrsi6,K9,D9
0,96.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,102.5,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,109.5,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,117.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,125.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,133.5,37016.0,113.91666666666667,0.0,0.0,0.0,0.0,0.0,0.0
6,142.5,3855000.0,123.44444444444446,0.0,0.0,0.0,0.0,0.0,0.0
7,152.0,12541527.0,132.96296296296296,0.0,0.0,0.0,100.0,50.0,50.0
8,162.0,10301426.0,142.64197530864197,0.0,0.0,0.0,100.0,66.66666666666667,55.555555555555564
9,173.0,17770605.0,152.09465020576133,0.0,0.0,0.0,100.0,77.77777777777779,62.96296296296297
10,171.0,11219138.0,158.64643347050756,0.0,0.0,0.0,95.65534407764062,82.22222222222223,69.38271604938272
11,171.0,8139580.0,162.93095564700505,137.85416666666666,0.0,0.0,95.65534407764062,84.81481481481482,74.52674897119341
12,173.0,6979000.0,165.9539704313367,143.54513888888889,0.0,0.0,95.91115469180801,87.31244064577398,78.7886461960536
13,169.0,3401167.0,167.21931362089114,147.91261574074073,0.0,0.0,84.03598776015436,85.41135889794894,80.99621709668538
14,175.0,10990127.0,169.31287574726076,152.1771797839506,0.0,0.0,86.94540776056078,88.34187211554085,83.44476876963721
15,171.0,5901627.0,170.20858383150718,155.48098315329216,0.0,0.0,75.88190652116191,84.2279147436939,83.7058174276561
16,170.0,4347000.0,170.30572255433813,157.98415262774347,0.0,0.0,73.0917067541165,73.92972094024039,80.44711859851753
17,171.0,3684962.0,170.62048170289208,160.19512718978623,0.0,0.0,74.22884230831268,65.95314729349359,75.61579483017623
18,172.0,2647670.0,170.91365446859473,162.0792726581552,0.0,0.0,75.47266287357914,58.78357967714387,70.00505644583211
19,171.0,2153013.0,171.19243631239647,163.69106054846267,0.0,0.0,71.3408258459148,51.68905311809592,63.89972200325338
20,172.0,1660506.0,171.37829087493097,165.0342171237189,0.0,0.0,73.1075361786602,51.12603541206395,59.641826472856906
21,172.0,1560000.0,171.58552724995397,166.19518093643242,0.0,0.0,73.1075361786602,50.75069027470929,56.6781144068077
22,174.0,4080590.0,172.14035149996934,167.37098411369368,0.0,0.0,77.16214908780874,58.83379351647286,57.396674110029416
23,177.0,9254433.0,173.34356766664624,168.7674867614114,0.0,0.0,82.03707806920887,72.55586234431524,62.449736854791354
24,167.0,9664885.0,171.97904511109746,168.8479056345095,0.0,0.0,44.25267435406799,48.370574896210165,57.75668286859763
25,169.0,7008819.0,170.9026967407316,168.83158802875792,156.04807692307693,0.0,49.80153787777004,38.913716597473446,51.47569411155624
26,158.0,8929664.0,167.68513116048774,167.56799002396494,156.44822485207104,0.0,30.05637991275616,25.942477731648964,42.964621984920484
27,160.0,9352000.0,164.6234207736585,166.05665835330413,156.60605370960405,0.0,35.625071604495645,25.990637328345684,37.30662709939555
28,168.0,6870588.0,165.498947182439,166.25554862775343,157.42481880886527,0.0,53.424434025245176,37.61694662469423,37.41006694116177
29,168.0,4800152.0,166.16596478829265,166.46295718979454,158.1998327466449,0.0,53.424434025245176,45.36781948892659,40.062651123750044
30,168.0,3415964.0,166.77730985886177,166.71913099149546,158.95369176613374,0.0,53.42443402524518,50.5350680650815,43.55345677086053
31,169.0,4489969.0,167.68487323924117,167.18260915957956,159.76494624566192,0.0,56.04930057789294,55.429175811503605,47.51202978440822
